Action,Side,Symbol,Size,Spot Entry Price,Spot Exit Price,Futures Entry Price,Futures Exit Price,Entry Time,Exit Time,Spot PnL (USD),Futures PnL (USD),Total Net PnL (USD),Holding Duration (minutes)
OPEN,LONG,ONTUSDT,105.708,0.1416,,0.1419,,,,,,,
CLOSE,LONG,ONTUSDT,105.708,0.1419,0.1416,0.1419,0.1417,2025-05-05 21:58:58,2025-05-05 21:59:04,-0.0317,0.0211,-0.0345,0.11
