Action,Side,Symbol,Size,Spot Entry Price,Spot Exit Price,Futures Entry Price,Futures Exit Price,Entry Time,Exit Time,Spot PnL (USD),Futures PnL (USD),Total Net PnL (USD),Holding Duration (minutes)
OPEN,LONG,XLMUSDT,57.626,0.2605,,0.2603,,,,,,,
OPEN,LONG,XLMUSDT,57.621,0.2606,,0.26032349,,,,,,,
OPEN,LONG,XLMUSDT,58.119,0.2584,,0.25809,,,,,,,
CLOSE,LONG,XLMUSDT,58.119,0.2581,0.2587,0.2581,0.2586,2025-05-05 20:16:27,2025-05-05 20:17:08,0.0355,-0.0292,-0.0178,0.68
