timestamp,open,high,low,close,volume,close_time,quote_asset_volume,number_of_trades,taker_buy_base_volume,taker_buy_quote_volume,ignore
2025-04-19 13:15:05,85332.18,85332.19,85332.18,85332.18,0.00127,1745068505999.0,108.3718733,5.0,0.00047,40.1061293,0.0
2025-04-19 13:15:06,85332.18,85332.18,85332.18,85332.18,0.00035,1745068506999.0,29.866263,1.0,0.0,0.0,0.0
2025-04-19 13:15:07,85332.19,85332.19,85332.18,85332.18,0.0213,1745068507999.0,1817.5756347,2.0,0.02007,1712.6170533,0.0
2025-04-19 13:15:08,85332.18,85332.18,85332.18,85332.18,0.0,1745068508999.0,0.0,0.0,0.0,0.0,0.0
2025-04-19 13:15:09,85332.19,85332.19,85332.18,85332.18,0.06473,1745068509999.0,5523.5526219,4.0,0.06105,5209.5301995,0.0
2025-04-19 13:15:10,85332.19,85332.19,85332.18,85332.18,0.00243,1745068510999.0,207.3572063,2.0,0.00089,75.9456491,0.0
2025-04-19 13:15:11,85332.19,85332.19,85332.18,85332.18,0.00068,1745068511999.0,58.0258835,2.0,0.00011,9.3865409,0.0
2025-04-19 13:15:12,85332.19,85332.19,85332.18,85332.19,0.02578,1745068512999.0,2199.8636155,6.0,0.00151,128.8516069,0.0
2025-04-19 13:15:13,85332.19,85332.19,85332.19,85332.19,0.00117,1745068513999.0,99.8386623,1.0,0.00117,99.8386623,0.0
2025-04-19 13:15:14,85332.18,85332.19,85332.18,85332.19,0.52161,1745068514999.0,44510.1184174,21.0,0.00076,64.8524644,0.0
2025-04-19 13:15:15,85332.18,85332.19,85332.18,85332.18,0.02243,1745068515999.0,1914.0007984,9.0,0.0001,8.533219,0.0
2025-04-19 13:15:16,85332.18,85332.18,85332.18,85332.18,0.00371,1745068516999.0,316.5823878,2.0,0.0,0.0,0.0
2025-04-19 13:15:17,85332.18,85332.19,85332.18,85332.19,0.00045,1745068517999.0,38.3994828,2.0,0.00018,15.3597942,0.0
2025-04-19 13:15:18,85332.18,85332.18,85332.18,85332.18,0.00049,1745068518999.0,41.8127682,1.0,0.0,0.0,0.0
2025-04-19 13:15:19,85332.18,85332.18,85332.18,85332.18,0.04725,1745068519999.0,4031.945505,2.0,0.0,0.0,0.0
2025-04-19 13:15:20,85332.18,85332.19,85332.18,85332.19,0.00068,1745068520999.0,58.0258882,2.0,0.00058,49.4926702,0.0
2025-04-19 13:15:21,85332.18,85332.18,85332.18,85332.18,0.00649,1745068521999.0,553.8058482,3.0,0.0,0.0,0.0
2025-04-19 13:15:22,85332.19,85332.19,85332.18,85332.18,0.06275,1745068522999.0,5354.5942975,2.0,0.00025,21.3330475,0.0
2025-04-19 13:15:23,85332.18,85332.19,85332.18,85332.19,0.00441,1745068523999.0,376.3149255,3.0,0.00117,99.8386623,0.0
2025-04-19 13:15:24,85332.18,85332.18,85332.18,85332.18,0.00196,1745068524999.0,167.2510728,1.0,0.0,0.0,0.0
2025-04-19 13:15:25,85332.18,85332.18,85332.18,85332.18,0.00042,1745068525999.0,35.8395156,1.0,0.0,0.0,0.0
2025-04-19 13:15:26,85332.19,85332.19,85332.18,85332.18,0.00499,1745068526999.0,425.8076256,5.0,0.00474,404.4745806,0.0
2025-04-19 13:15:27,85332.18,85332.19,85332.18,85332.18,0.01109,1745068527999.0,946.3339826,3.0,0.01064,907.9345016,0.0
2025-04-19 13:15:28,85332.19,85332.19,85332.18,85332.18,0.03205,1745068528999.0,2734.8964019,4.0,0.00329,280.7429051,0.0
2025-04-19 13:15:29,85332.18,85332.18,85320.75,85320.75,0.90043,1745068529999.0,76834.0023214,175.0,0.00117,99.8257806,0.0
2025-04-19 13:15:30,85320.75,85320.76,85320.02,85320.02,0.18355,1745068530999.0,15660.6239598,31.0,0.04429,3778.8564604,0.0
2025-04-19 13:15:31,85320.01,85320.01,85312.5,85312.51,0.0755,1745068531999.0,6441.4234764,80.0,0.00057,48.6281307,0.0
2025-04-19 13:15:32,85312.51,85312.51,85312.51,85312.51,0.0,1745068532999.0,0.0,0.0,0.0,0.0,0.0
2025-04-19 13:15:33,85312.51,85312.51,85312.51,85312.51,0.0,1745068533999.0,0.0,0.0,0.0,0.0,0.0
2025-04-19 13:15:34,85312.51,85312.51,85312.5,85312.5,0.013,1745068534999.0,1109.0625054,3.0,0.00054,46.0687554,0.0
2025-04-19 13:15:35,85312.5,85312.51,85312.5,85312.51,0.00529,1745068535999.0,451.3031756,6.0,0.00506,431.6813006,0.0
2025-04-19 13:15:36,85312.51,85312.51,85312.51,85312.51,0.0,1745068536999.0,0.0,0.0,0.0,0.0,0.0
2025-04-19 13:15:37,85312.5,85312.51,85312.5,85312.5,0.00154,1745068537999.0,131.3812556,4.0,0.00056,47.7750056,0.0
2025-04-19 13:15:38,85312.5,85312.51,85312.5,85312.51,0.00597,1745068538999.0,509.3156746,3.0,0.00496,423.1500496,0.0
2025-04-19 13:15:39,85312.51,85312.51,85312.51,85312.51,0.0,1745068539999.0,0.0,0.0,0.0,0.0,0.0
2025-04-19 13:15:40,85312.51,85312.51,85312.5,85312.5,0.00642,1745068540999.0,547.7062659,5.0,0.00159,135.6468909,0.0
2025-04-19 13:15:41,85312.5,85312.51,85312.5,85312.5,0.00398,1745068541999.0,339.5437509,3.0,9e-05,7.6781259,0.0
2025-04-19 13:15:42,85312.5,85312.5,85305.5,85305.51,0.13493,1745068542999.0,11510.8165001,92.0,0.00062,52.8894162,0.0
2025-04-19 13:15:43,85305.5,85305.5,85305.5,85305.5,0.0002,1745068543999.0,17.0611,1.0,0.0,0.0,0.0
2025-04-19 13:15:44,85305.51,85305.51,85305.5,85305.5,0.02214,1745068544999.0,1888.6637908,3.0,0.00208,177.4354608,0.0
2025-04-19 13:15:45,85305.5,85305.5,85305.5,85305.5,0.0,1745068545999.0,0.0,0.0,0.0,0.0,0.0
2025-04-19 13:15:46,85305.51,85305.51,85305.5,85305.5,0.05727,1745068546999.0,4885.4465501,2.0,0.05651,4820.6143701,0.0
2025-04-19 13:15:47,85305.51,85305.51,85305.5,85305.5,0.05514,1745068547999.0,4703.7458191,4.0,0.05491,4684.1255541,0.0
2025-04-19 13:15:48,85305.51,85305.51,85305.5,85305.5,0.00187,1745068548999.0,159.521299,3.0,0.0014,119.427714,0.0
2025-04-19 13:15:49,85305.5,85305.5,85305.5,85305.5,0.0,1745068549999.0,0.0,0.0,0.0,0.0,0.0
2025-04-19 13:15:50,85305.51,85305.51,85305.51,85305.51,0.00054,1745068550999.0,46.0649754,2.0,0.00054,46.0649754,0.0
2025-04-19 13:15:51,85305.5,85305.5,85305.5,85305.5,0.00017,1745068551999.0,14.501935,2.0,0.0,0.0,0.0
2025-04-19 13:15:52,85305.5,85305.51,85305.5,85305.5,0.05784,1745068552999.0,4934.0705316,8.0,0.04116,3511.1747916,0.0
2025-04-19 13:15:53,85305.5,85305.51,85305.5,85305.5,0.00283,1745068553999.0,241.4145677,4.0,0.00027,23.0324877,0.0
2025-04-19 13:15:54,85305.5,85305.5,85305.5,85305.5,0.1994,1745068554999.0,17009.9167,1.0,0.0,0.0,0.0
2025-04-19 13:15:55,85305.51,85305.51,85305.5,85305.5,0.00344,1745068555999.0,293.4509227,3.0,0.00027,23.0324877,0.0
2025-04-19 13:15:56,85305.51,85305.51,85305.51,85305.51,0.00023,1745068556999.0,19.6202673,1.0,0.00023,19.6202673,0.0
2025-04-19 13:15:57,85305.51,85305.51,85305.51,85305.51,0.0,1745068557999.0,0.0,0.0,0.0,0.0,0.0
2025-04-19 13:15:58,85305.5,85305.51,85305.5,85305.51,0.00037,1745068558999.0,31.5630377,2.0,0.00027,23.0324877,0.0
2025-04-19 13:15:59,85305.5,85305.5,85305.5,85305.5,0.00067,1745068559999.0,57.154685,1.0,0.0,0.0,0.0
2025-04-19 13:16:00,85305.51,85305.51,85305.5,85305.5,0.01446,1745068560999.0,1233.5175327,2.0,0.00027,23.0324877,0.0
2025-04-19 13:16:01,85305.5,85305.5,85305.5,85305.5,0.0,1745068561999.0,0.0,0.0,0.0,0.0,0.0
2025-04-19 13:16:02,85305.5,85305.5,85305.5,85305.5,0.00566,1745068562999.0,482.82913,2.0,0.0,0.0,0.0
2025-04-19 13:16:03,85305.5,85305.51,85305.5,85305.51,0.05309,1745068563999.0,4528.8693856,4.0,0.03906,3332.0332206,0.0
2025-04-19 13:16:04,85305.5,85305.5,85305.5,85305.5,0.01861,1745068564999.0,1587.535355,4.0,0.0,0.0,0.0
2025-04-19 13:16:05,85305.5,85305.5,85305.5,85305.5,0.17671,1745068565999.0,15074.334905,12.0,0.0,0.0,0.0
2025-04-19 13:16:06,85305.51,85305.51,85300.0,85300.01,0.20967,1745068566999.0,17885.7731856,89.0,0.12873,10981.2796323,0.0
2025-04-19 13:16:07,85300.0,85300.0,85300.0,85300.0,0.03132,1745068567999.0,2671.596,15.0,0.0,0.0,0.0
2025-04-19 13:16:08,85300.01,85300.01,85300.01,85300.01,0.0008,1745068568999.0,68.240008,1.0,0.0008,68.240008,0.0
2025-04-19 13:16:09,85300.01,85300.01,85300.0,85300.0,0.01544,1745068569999.0,1317.0320806,3.0,0.00806,687.5180806,0.0
2025-04-19 13:16:10,85300.0,85300.01,85300.0,85300.0,0.00179,1745068570999.0,152.6870093,3.0,0.00093,79.3290093,0.0
2025-04-19 13:16:11,85300.0,85300.0,85300.0,85300.0,0.01571,1745068571999.0,1340.063,4.0,0.0,0.0,0.0
2025-04-19 13:16:12,85300.0,85300.0,85300.0,85300.0,0.01268,1745068572999.0,1081.604,2.0,0.0,0.0,0.0
2025-04-19 13:16:13,85300.01,85300.01,85300.01,85300.01,0.00137,1745068573999.0,116.8610137,1.0,0.00137,116.8610137,0.0
2025-04-19 13:16:14,85300.01,85300.01,85300.0,85300.0,0.05547,1745068574999.0,4731.5915466,2.0,0.05466,4662.4985466,0.0
2025-04-19 13:16:15,85300.0,85300.0,85300.0,85300.0,0.00506,1745068575999.0,431.618,2.0,0.0,0.0,0.0
2025-04-19 13:16:16,85300.01,85300.01,85300.0,85300.0,0.03129,1745068576999.0,2669.0370065,3.0,0.00065,55.4450065,0.0
2025-04-19 13:16:17,85300.0,85300.01,85300.0,85300.0,0.02958,1745068577999.0,2523.1740047,14.0,0.00047,40.0910047,0.0
2025-04-19 13:16:18,85300.0,85300.01,85300.0,85300.01,0.00053,1745068578999.0,45.2090028,3.0,0.00028,23.8840028,0.0
2025-04-19 13:16:19,85300.01,85300.01,85300.01,85300.01,0.00117,1745068579999.0,99.8010117,1.0,0.00117,99.8010117,0.0
2025-04-19 13:16:20,85300.0,85300.0,85300.0,85300.0,0.05478,1745068580999.0,4672.734,2.0,0.0,0.0,0.0
2025-04-19 13:16:21,85300.0,85300.01,85300.0,85300.01,0.07487,1745068581999.0,6386.4110453,7.0,0.00453,386.4090453,0.0
2025-04-19 13:16:22,85300.0,85300.0,85300.0,85300.0,0.00613,1745068582999.0,522.889,2.0,0.0,0.0,0.0
2025-04-19 13:16:23,85300.0,85300.0,85300.0,85300.0,0.0285,1745068583999.0,2431.05,2.0,0.0,0.0,0.0
2025-04-19 13:16:24,85300.0,85300.01,85300.0,85300.01,0.01139,1745068584999.0,971.5670088,11.0,0.00088,75.0640088,0.0
2025-04-19 13:16:25,85300.01,85300.01,85300.01,85300.01,0.0,1745068585999.0,0.0,0.0,0.0,0.0,0.0
2025-04-19 13:16:26,85300.0,85300.0,85300.0,85300.0,0.00395,1745068586999.0,336.935,14.0,0.0,0.0,0.0
2025-04-19 13:16:27,85300.0,85300.0,85300.0,85300.0,0.00164,1745068587999.0,139.892,1.0,0.0,0.0,0.0
2025-04-19 13:16:28,85300.0,85300.0,85300.0,85300.0,0.00047,1745068588999.0,40.091,1.0,0.0,0.0,0.0
2025-04-19 13:16:29,85300.01,85300.01,85300.0,85300.0,0.05643,1745068589999.0,4813.4795466,3.0,0.05466,4662.4985466,0.0
2025-04-19 13:16:30,85300.01,85300.01,85300.0,85300.0,0.00368,1745068590999.0,313.9040013,4.0,0.00013,11.0890013,0.0
2025-04-19 13:16:31,85300.0,85300.01,85300.0,85300.01,0.04851,1745068591999.0,4137.9034762,3.0,0.04762,4061.9864762,0.0
2025-04-19 13:16:32,85300.01,85300.01,85300.01,85300.01,0.0004,1745068592999.0,34.120004,1.0,0.0004,34.120004,0.0
2025-04-19 13:16:33,85300.01,85300.01,85300.01,85300.01,0.00013,1745068593999.0,11.0890013,1.0,0.00013,11.0890013,0.0
2025-04-19 13:16:34,85300.01,85300.01,85300.0,85300.0,0.0123,1745068594999.0,1049.1900032,2.0,0.00032,27.2960032,0.0
2025-04-19 13:16:35,85300.0,85300.01,85300.0,85300.0,0.01681,1745068595999.0,1433.8930041,4.0,0.00041,34.9730041,0.0
2025-04-19 13:16:36,85300.0,85300.0,85300.0,85300.0,0.0006,1745068596999.0,51.18,1.0,0.0,0.0,0.0
2025-04-19 13:16:37,85300.01,85300.01,85300.0,85300.0,0.00878,1745068597999.0,748.9340311,4.0,0.00311,265.2830311,0.0
2025-04-19 13:16:38,85300.01,85300.01,85300.01,85300.01,0.00022,1745068598999.0,18.7660022,1.0,0.00022,18.7660022,0.0
2025-04-19 13:16:39,85300.0,85300.01,85300.0,85300.0,0.00187,1745068599999.0,159.5110146,5.0,0.00146,124.5380146,0.0
2025-04-19 13:16:40,85300.01,85300.01,85300.01,85300.01,0.00094,1745068600999.0,80.1820094,1.0,0.00094,80.1820094,0.0
2025-04-19 13:16:41,85300.0,85300.0,85300.0,85300.0,0.0003,1745068601999.0,25.59,1.0,0.0,0.0,0.0
2025-04-19 13:16:42,85300.0,85300.01,85300.0,85300.01,0.00574,1745068602999.0,489.622006,2.0,0.0006,51.180006,0.0
2025-04-19 13:16:43,85300.0,85300.0,85300.0,85300.0,0.016,1745068603999.0,1364.8,1.0,0.0,0.0,0.0
2025-04-19 13:16:44,85300.01,85300.01,85300.0,85300.01,0.00157,1745068604999.0,133.9210129,3.0,0.00129,110.0370129,0.0
2025-04-19 13:16:45,85300.01,85300.01,85300.01,85300.01,0.00029,1745068605999.0,24.7370029,1.0,0.00029,24.7370029,0.0
2025-04-19 13:16:46,85300.0,85300.0,85300.0,85300.0,0.14981,1745068606999.0,12778.793,12.0,0.0,0.0,0.0
2025-04-19 13:16:47,85300.0,85300.0,85300.0,85300.0,0.05495,1745068607999.0,4687.235,3.0,0.0,0.0,0.0
2025-04-19 13:16:48,85300.0,85300.01,85300.0,85300.01,0.02363,1745068608999.0,2015.6390019,4.0,0.00019,16.2070019,0.0
2025-04-19 13:16:49,85300.0,85300.01,85300.0,85300.01,0.00014,1745068609999.0,11.9420006,2.0,6e-05,5.1180006,0.0
2025-04-19 13:16:50,85300.0,85300.0,85300.0,85300.0,0.10163,1745068610999.0,8669.039,8.0,0.0,0.0,0.0
2025-04-19 13:16:51,85300.0,85300.0,85300.0,85300.0,0.00084,1745068611999.0,71.652,1.0,0.0,0.0,0.0
2025-04-19 13:16:52,85300.0,85300.0,85300.0,85300.0,0.00028,1745068612999.0,23.884,1.0,0.0,0.0,0.0
2025-04-19 13:16:53,85300.01,85300.01,85300.01,85300.01,0.00221,1745068613999.0,188.5130221,2.0,0.00221,188.5130221,0.0
2025-04-19 13:16:54,85300.0,85300.0,85300.0,85300.0,0.00112,1745068614999.0,95.536,1.0,0.0,0.0,0.0
2025-04-19 13:16:55,85300.01,85300.01,85300.01,85300.01,0.0006,1745068615999.0,51.180006,2.0,0.0006,51.180006,0.0
2025-04-19 13:16:56,85300.01,85300.01,85300.01,85300.01,0.0,1745068616999.0,0.0,0.0,0.0,0.0,0.0
2025-04-19 13:16:57,85300.01,85300.01,85300.01,85300.01,0.0,1745068617999.0,0.0,0.0,0.0,0.0,0.0
2025-04-19 13:16:58,85300.0,85300.0,85300.0,85300.0,0.00059,1745068618999.0,50.327,1.0,0.0,0.0,0.0
2025-04-19 13:16:59,85300.0,85300.0,85300.0,85300.0,0.0,1745068619999.0,0.0,0.0,0.0,0.0,0.0
2025-04-19 13:17:00,85300.0,85300.0,85300.0,85300.0,0.00342,1745068620999.0,291.726,2.0,0.0,0.0,0.0
2025-04-19 13:17:01,85300.01,85300.01,85300.0,85300.0,0.00289,1745068621999.0,246.5170149,2.0,0.00149,127.0970149,0.0
2025-04-19 13:17:02,85300.0,85300.01,85300.0,85300.01,0.00116,1745068622999.0,98.9480077,3.0,0.00077,65.6810077,0.0
2025-04-19 13:17:03,85300.01,85300.01,85300.0,85300.0,0.00532,1745068623999.0,453.7960008,2.0,8e-05,6.8240008,0.0
2025-04-19 13:17:04,85300.01,85300.01,85300.0,85300.0,0.01025,1745068624999.0,874.3250951,4.0,0.00951,811.2030951,0.0
2025-04-19 13:17:05,85300.01,85300.01,85300.0,85300.01,0.00188,1745068625999.0,160.3640131,3.0,0.00131,111.7430131,0.0
2025-04-19 13:17:06,85300.01,85300.01,85300.0,85300.0,0.00227,1745068626999.0,193.6310218,2.0,0.00218,185.9540218,0.0
2025-04-19 13:17:07,85300.01,85300.01,85300.0,85300.0,0.00191,1745068627999.0,162.9230044,3.0,0.00044,37.5320044,0.0
2025-04-19 13:17:08,85300.01,85300.01,85300.0,85300.0,0.17665,1745068628999.0,15068.2450038,4.0,0.00038,32.4140038,0.0
2025-04-19 13:17:09,85300.01,85300.01,85300.01,85300.01,0.08397,1745068629999.0,7162.6418397,3.0,0.08397,7162.6418397,0.0
2025-04-19 13:17:10,85300.01,85300.01,85300.01,85300.01,0.0,1745068630999.0,0.0,0.0,0.0,0.0,0.0
2025-04-19 13:17:11,85300.0,85300.0,85300.0,85300.0,0.01826,1745068631999.0,1557.578,2.0,0.0,0.0,0.0
2025-04-19 13:17:12,85300.0,85300.01,85300.0,85300.01,0.18067,1745068632999.0,15411.1510021,2.0,0.00021,17.9130021,0.0
2025-04-19 13:17:13,85300.0,85300.0,85300.0,85300.0,0.00101,1745068633999.0,86.153,3.0,0.0,0.0,0.0
2025-04-19 13:17:14,85300.0,85300.01,85300.0,85300.01,0.00305,1745068634999.0,260.1650093,3.0,0.00093,79.3290093,0.0
